order_id,order_date,ship_date,category,product_name,sales,quantity,profit,country,city,state
CA-2012-161627,2012-07-06,2012-07-11,Chairs,Novimex Turbo Task Chair,170.35,3,-17.04,United States,Pasadena,California
CA-2012-107741,2012-03-08,2012-03-10,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.41,1,0.89,United States,Pueblo,Colorado
CA-2013-148908,2013-11-06,2013-11-09,Binders,GBC Twin Loop Wire Binding Elements,53.25,2,19.97,United States,San Francisco,California
US-2012-120502,2012-04-13,2012-04-19,Furnishings,Flat Face Poster Frame,37.68,2,15.83,United States,Los Angeles,California
US-2014-141943,2014-05-06,2014-05-10,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,11.58,United States,San Francisco,California
CA-2011-159709,2011-05-10,2011-05-15,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,77.48,United States,Kent,Washington
CA-2012-142454,2012-08-15,2012-08-19,Furnishings,Tensor Computer Mounted Lamp,104.23,7,28.14,United States,Oakland,California
CA-2013-145898,2013-09-27,2013-09-27,Storage,Advantus Rolling Storage Box,51.45,3,13.89,United States,Redlands,California
CA-2014-134635,2014-04-16,2014-04-18,Paper,Xerox 1883,79.14,3,36.4,United States,Los Angeles,California
US-2014-109582,2014-09-13,2014-09-18,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3,79.89,United States,Los Angeles,California
US-2011-147648,2011-11-26,2011-12-01,Paper,Xerox 1893,81.98,2,40.17,United States,San Francisco,California
CA-2014-124436,2014-03-20,2014-03-23,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.62,2,5.12,United States,Fresno,California
CA-2014-131037,2014-08-23,2014-08-24,Tables,Hon Racetrack Conference Tables,210.01,1,2.63,United States,San Francisco,California
CA-2013-116561,2013-09-12,2013-09-18,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3,6.66,United States,San Jose,California
CA-2013-110730,2013-09-24,2013-09-27,Supplies,Acme Design Stainless Steel Bent Scissors,13.68,2,3.69,United States,Seattle,Washington
CA-2013-156265,2013-08-03,2013-08-05,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.46,2,15.35,United States,Los Angeles,California
US-2014-110989,2014-11-04,2014-11-06,Accessories,HP Standard 104 key PS/2 Keyboard,43.5,3,10.88,United States,Seattle,Washington
US-2011-131982,2011-03-07,2011-03-11,Binders,Catalog Binders with Expanding Posts,107.65,2,33.64,United States,Des Moines,Washington
US-2014-114034,2014-01-04,2014-01-09,Paper,Xerox 1905,38.88,6,18.66,United States,Rancho Cucamonga,California
US-2014-115595,2014-10-10,2014-10-12,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5,16.54,United States,Los Angeles,California
CA-2014-147452,2014-10-01,2014-10-04,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,5.76,United States,Seattle,Washington
CA-2014-144484,2014-09-12,2014-09-12,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4,11.65,United States,San Francisco,California
CA-2014-125913,2014-01-17,2014-01-17,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4,8.1,United States,Los Angeles,California
CA-2011-133424,2011-03-30,2011-04-04,Storage,Sterilite Show Offs Storage Containers,15.84,3,0.0,United States,Seattle,Washington
CA-2014-105991,2014-05-06,2014-05-07,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,9,7.43,United States,Louisville,Colorado
US-2014-136784,2014-05-01,2014-05-06,Paper,Xerox 1919,163.96,4,80.34,United States,San Francisco,California
CA-2013-106656,2013-09-24,2013-09-27,Envelopes,Poly String Tie Envelopes,4.08,2,1.92,United States,San Diego,California
CA-2014-137876,2014-05-01,2014-05-06,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,21.44,United States,San Francisco,California
CA-2012-119508,2012-12-04,2012-12-09,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,6.25,United States,Lakewood,California
CA-2011-130813,2011-01-07,2011-01-09,Paper,Xerox 225,19.44,3,9.33,United States,Los Angeles,California
CA-2012-169278,2012-05-21,2012-05-25,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4,8.77,United States,Seattle,Washington
CA-2014-111577,2014-10-17,2014-10-22,Paper,Green Bar Computer Printout Paper,307.78,7,111.57,United States,Scottsdale,Arizona
CA-2014-108539,2014-03-22,2014-03-24,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.49,United States,Los Angeles,California
CA-2011-113768,2011-05-13,2011-05-19,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.46,6,20.96,United States,Los Angeles,California
CA-2013-138037,2013-09-30,2013-10-04,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,9.53,United States,San Francisco,California
CA-2011-150490,2011-08-05,2011-08-11,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,1.64,United States,San Francisco,California
CA-2011-123477,2011-01-19,2011-01-22,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.86,4,6.49,United States,Springfield,Oregon
CA-2014-158071,2014-06-11,2014-06-16,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",88.78,3,7.77,United States,Seattle,Washington
CA-2014-134152,2014-05-28,2014-06-01,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,9.82,United States,Seattle,Washington
CA-2013-136021,2013-08-15,2013-08-19,Paper,Array Memo Cubes,15.54,3,7.61,United States,Los Angeles,California
CA-2014-164707,2014-02-19,2014-02-22,Phones,iHome FM Clock Radio with Lightning Dock,167.98,3,10.5,United States,Los Angeles,California
CA-2014-163874,2014-11-11,2014-11-13,Binders,GBC Imprintable Covers,26.35,3,9.55,United States,Seattle,Washington
CA-2011-104829,2011-11-18,2011-11-21,Paper,"Adams ""While You Were Out"" Message Pads",21.98,7,9.89,United States,Provo,Utah
US-2013-147340,2013-09-25,2013-09-25,Furnishings,Nu-Dell Executive Frame,63.2,5,23.38,United States,San Francisco,California
CA-2013-145492,2013-11-21,2013-11-28,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39.0,12,11.31,United States,Los Angeles,California
CA-2013-117681,2013-04-10,2013-04-15,Bookcases,Bush Somerset Collection Bookcase,556.66,5,6.55,United States,Los Angeles,California
CA-2014-132262,2014-09-22,2014-09-24,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,15.12,United States,Seattle,Washington
US-2013-143280,2013-02-22,2013-02-26,Phones,AT&T 1070 Corded Phone,445.96,5,55.74,United States,Los Angeles,California
CA-2014-108854,2014-12-09,2014-12-15,Paper,Standard Line Â“While You Were OutÂ” Hardbound Telephone Message Book,87.92,4,40.44,United States,San Francisco,California
CA-2014-166856,2014-09-19,2014-09-23,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,3.53,United States,Clovis,New Mexico
US-2013-163258,2013-12-30,2014-01-03,Binders,Acco Translucent Poly Ring Binders,11.23,3,3.93,United States,Los Angeles,California
CA-2013-153598,2013-12-04,2013-12-07,Accessories,LogitechÂ Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,659.98,United States,Los Angeles,California
US-2013-108497,2013-06-15,2013-06-15,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.16,5,35.24,United States,Los Angeles,California
CA-2013-113096,2013-09-03,2013-09-05,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,12.1,United States,San Francisco,California
CA-2014-129707,2014-04-26,2014-04-30,Art,Newell 318,8.9,4,0.67,United States,Chandler,Arizona
CA-2012-160171,2012-10-19,2012-10-24,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,459.4,United States,Los Angeles,California
CA-2014-155929,2014-09-10,2014-09-14,Paper,Unpadded Memo Slips,6.37,2,2.39,United States,Glendale,Arizona
CA-2013-140613,2013-07-23,2013-07-30,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,25.0,United States,Sparks,Nevada
CA-2014-130631,2014-12-30,2015-01-03,Fasteners,Acco Glide Clips,19.6,5,9.6,United States,Edmonds,Washington
CA-2014-116680,2014-09-05,2014-09-07,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.34,6,4.34,United States,San Francisco,California
CA-2014-101574,2014-09-29,2014-10-05,Furnishings,Longer-Life Soft White Bulbs,9.24,3,4.44,United States,Los Angeles,California
CA-2011-146591,2011-01-20,2011-01-21,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,-23.72,United States,Scottsdale,Arizona
CA-2013-122448,2013-06-10,2013-06-15,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,13.76,United States,San Francisco,California
CA-2011-132451,2011-09-26,2011-09-27,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55,3,73.19,United States,San Diego,California
CA-2014-116946,2014-12-20,2014-12-24,Furnishings,OIC Stacking Trays,13.36,5,4.01,United States,Parker,Colorado
CA-2014-105487,2014-10-09,2014-10-15,Phones,Digium D40 VoIP phone,103.19,1,11.61,United States,San Diego,California
CA-2011-105249,2011-11-28,2011-11-28,Supplies,Staples,7.36,2,0.15,United States,San Francisco,California
US-2013-162026,2013-10-09,2013-10-09,Paper,Xerox 1925,61.96,2,27.88,United States,Los Angeles,California
CA-2012-168529,2012-10-08,2012-10-12,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,62.74,United States,San Francisco,California
US-2011-137680,2011-02-25,2011-03-02,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.9,4,11.1,United States,Medford,Oregon
CA-2013-110982,2013-06-06,2013-06-08,Binders,Avery Non-Stick Binders,21.55,6,7.0,United States,Santa Clara,California
CA-2013-147123,2013-12-11,2013-12-13,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,36.93,United States,Long Beach,California
CA-2014-154501,2014-05-01,2014-05-06,Art,Faber Castell Col-Erase Pencils,9.78,2,4.01,United States,Los Angeles,California
CA-2014-166933,2014-04-25,2014-04-29,Fasteners,Colored Push Pins,1.81,1,0.65,United States,Santa Barbara,California
CA-2013-134936,2013-12-20,2013-12-26,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6,-218.87,United States,Tucson,Arizona
CA-2014-151008,2014-09-08,2014-09-09,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2,10.57,United States,Draper,Utah
CA-2011-159800,2011-11-28,2011-12-01,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,11.79,United States,San Francisco,California
US-2012-114741,2012-12-06,2012-12-10,Paper,Xerox 20,6.48,1,3.11,United States,North Las Vegas,Nevada
CA-2013-136686,2013-12-13,2013-12-17,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,122.76,United States,Pasadena,California
CA-2014-137498,2014-09-10,2014-09-15,Art,Newell 35,6.56,2,1.9,United States,Los Angeles,California
CA-2011-116673,2011-12-15,2011-12-19,Furnishings,Stackable Trays,6.16,2,1.97,United States,San Diego,California
CA-2012-149993,2012-03-19,2012-03-20,Fasteners,Stockwell Push Pins,10.9,5,3.6,United States,Lancaster,California
CA-2011-168158,2011-07-19,2011-07-24,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.1,2,2.21,United States,Great Falls,Montana
CA-2013-115224,2013-12-09,2013-12-12,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3,9.53,United States,San Francisco,California
CA-2012-168634,2012-12-06,2012-12-11,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,2.02,United States,San Francisco,California
CA-2014-121027,2014-08-19,2014-08-23,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,371.32,United States,Seattle,Washington
CA-2012-101154,2012-09-18,2012-09-21,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,8.88,United States,San Diego,California
CA-2013-121748,2013-10-25,2013-10-29,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,4,21.0,United States,Los Angeles,California
CA-2011-126683,2011-09-29,2011-10-01,Furnishings,Longer-Life Soft White Bulbs,6.16,2,2.96,United States,Seattle,Washington
CA-2014-123022,2014-09-04,2014-09-09,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5,28.9,United States,La Mesa,California
CA-2011-154893,2011-12-21,2011-12-27,Chairs,SAFCO Arco Folding Chair,1325.76,6,149.15,United States,San Diego,California
CA-2014-120719,2014-03-24,2014-03-27,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",34.76,5,11.3,United States,Seattle,Washington
CA-2014-168179,2014-11-03,2014-11-08,Paper,Xerox 220,19.44,3,9.33,United States,Salt Lake City,Utah
CA-2014-142342,2014-07-18,2014-07-20,Paper,Xerox 221,32.4,5,15.55,United States,Apple Valley,California
US-2011-134187,2011-11-04,2011-11-11,Art,Newell 343,2.94,1,0.79,United States,Long Beach,California
CA-2013-145261,2013-12-19,2013-12-22,Binders,Vinyl Sectional Post Binders,45.24,4,-30.16,United States,Salem,Oregon
CA-2013-108875,2013-09-25,2013-10-02,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21.44,2,7.5,United States,Aurora,Colorado
CA-2013-142405,2013-06-12,2013-06-16,Labels,Avery 486,14.62,2,6.87,United States,Seattle,Washington
CA-2012-141012,2012-06-09,2012-06-11,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,92.39,United States,Pocatello,Idaho
CA-2013-146318,2013-01-22,2013-01-27,Paper,Xerox 218,12.96,2,6.22,United States,Seattle,Washington
CA-2011-135993,2011-05-28,2011-06-02,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,57.41,6,5.74,United States,Seattle,Washington
CA-2012-131072,2012-11-05,2012-11-05,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.35,3,35.65,United States,Seattle,Washington
CA-2013-126165,2013-05-06,2013-05-08,Tables,Hon 61000 Series Interactive Training Tables,71.09,2,-1.78,United States,San Francisco,California
CA-2014-148320,2014-11-04,2014-11-09,Paper,Xerox 1992,35.88,6,17.58,United States,San Francisco,California
CA-2012-138674,2012-11-14,2012-11-17,Fasteners,Advantus Push Pins,8.72,5,2.29,United States,Springfield,Oregon
CA-2013-165820,2013-09-27,2013-10-01,Paper,Xerox 1905,12.96,2,6.22,United States,San Francisco,California
CA-2011-148614,2011-01-21,2011-01-26,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,9.29,United States,Los Angeles,California
CA-2014-156139,2014-01-01,2014-01-07,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.38,3,13.43,United States,San Francisco,California
US-2014-147886,2014-03-29,2014-04-01,Paper,Xerox 1975,12.96,2,6.35,United States,Fairfield,California
CA-2013-125850,2013-01-22,2013-01-28,Labels,Avery 475,44.4,3,22.2,United States,San Diego,California
US-2013-111528,2013-12-31,2013-12-31,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,4,125.14,United States,Los Angeles,California
CA-2014-158169,2014-08-13,2014-08-16,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,152.02,United States,Lake Forest,California
CA-2012-117772,2012-09-10,2012-09-12,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,6,17.69,United States,Seattle,Washington
US-2011-126340,2011-11-08,2011-11-14,Phones,Toshiba IPT2010-SD IPÂ Telephone,333.58,3,25.02,United States,Redding,California
CA-2012-103835,2012-09-24,2012-09-28,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,4.62,United States,Los Angeles,California
CA-2013-142398,2013-04-13,2013-04-17,Chairs,Hon Comfortask Task/Swivel Chairs,638.29,7,-31.91,United States,Los Angeles,California
CA-2013-112060,2013-12-05,2013-12-10,Paper,Xerox 1915,104.85,1,50.33,United States,San Francisco,California
CA-2011-105270,2011-11-11,2011-11-18,Art,50 Colored Long Pencils,30.48,3,7.92,United States,Los Angeles,California
US-2012-159513,2012-04-02,2012-04-09,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98,3,24.29,United States,Los Angeles,California
CA-2012-155586,2012-12-12,2012-12-16,Art,Newell 311,2.21,1,0.6,United States,Chico,California
CA-2014-141117,2014-10-03,2014-10-09,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.76,6,-384.72,United States,Springfield,Oregon
CA-2014-140186,2014-09-30,2014-10-03,Fasteners,Advantus Plastic Paper Clips,35.0,7,16.8,United States,Bakersfield,California
CA-2012-163440,2012-03-22,2012-03-24,Phones,Square Credit Card Reader,15.98,2,1.2,United States,Thousand Oaks,California
US-2012-163279,2012-03-22,2012-03-26,Paper,Staples,105.52,4,48.54,United States,San Diego,California
CA-2014-117632,2014-05-13,2014-05-19,Supplies,Compact Automatic Electric Letter Opener,238.62,2,4.77,United States,San Francisco,California
CA-2012-111206,2012-07-18,2012-07-22,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,519.96,4,176.79,United States,San Diego,California
CA-2014-133207,2014-11-28,2014-12-04,Phones,Griffin GC17055 Auxiliary Audio Cable,57.57,4,5.76,United States,Los Angeles,California
CA-2012-132948,2012-03-27,2012-04-03,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,5,3.35,United States,Seattle,Washington
CA-2012-126725,2012-11-17,2012-11-21,Phones,RCA ViSYS 25825 Wireless digital phone,415.97,4,52.0,United States,San Diego,California
US-2014-153255,2014-09-04,2014-09-08,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.67,2,14.1,United States,Concord,California
CA-2013-152247,2013-11-08,2013-11-13,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.14,4,100.2,United States,Cheyenne,Wyoming
CA-2013-128223,2013-06-15,2013-06-15,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.49,7,80.84,United States,Anaheim,California
CA-2013-133935,2013-09-19,2013-09-23,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2,50.1,United States,San Diego,California
CA-2013-136301,2013-03-14,2013-03-16,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2,7.35,United States,San Francisco,California
US-2011-109456,2011-10-16,2011-10-17,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,14.35,3,5.02,United States,San Francisco,California
CA-2014-100825,2014-09-10,2014-09-15,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,23.97,United States,Los Angeles,California
CA-2011-168305,2011-11-01,2011-11-08,Labels,Avery 475,44.4,3,22.2,United States,Los Angeles,California
CA-2014-108000,2014-01-13,2014-01-17,Envelopes,Staples,9.78,1,4.89,United States,San Francisco,California
CA-2012-146465,2012-11-20,2012-11-24,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.19,9,7.56,United States,San Francisco,California
US-2014-153948,2014-11-07,2014-11-07,Paper,Xerox 191,59.94,3,28.17,United States,San Francisco,California
US-2013-113985,2013-12-03,2013-12-08,Binders,GBC VeloBind Cover Sets,24.7,2,9.26,United States,San Jose,California
CA-2013-155383,2013-12-18,2013-12-23,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53,3,13.03,United States,Seattle,Washington
CA-2014-150420,2014-06-04,2014-06-09,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5,10,362.84,United States,Bellingham,Washington
CA-2013-103107,2013-07-05,2013-07-05,Furnishings,"Master Caster Door Stop, Brown",25.4,5,8.64,United States,Seattle,Washington
CA-2014-112431,2014-10-13,2014-10-15,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84,12,130.75,United States,Los Angeles,California
CA-2013-151092,2013-08-07,2013-08-14,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.17,4,18.48,United States,Los Angeles,California
CA-2011-104178,2011-08-25,2011-08-29,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,2.64,United States,Los Angeles,California
CA-2013-127138,2013-03-13,2013-03-16,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,6.77,United States,San Francisco,California
CA-2014-150602,2014-02-10,2014-02-15,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,6.55,United States,Los Angeles,California
CA-2011-140732,2011-11-11,2011-11-13,Phones,Mophie Juice Pack Helium for iPhone,575.93,9,57.59,United States,Los Angeles,California
CA-2014-119011,2014-08-21,2014-08-26,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,5.17,United States,San Francisco,California
CA-2011-141726,2011-07-20,2011-07-22,Paper,Xerox 189,104.85,1,50.33,United States,San Diego,California
CA-2014-116953,2014-04-25,2014-04-26,Phones,AT&T 841000 Phone,552.0,10,34.5,United States,Mesa,Arizona
US-2014-163300,2014-09-16,2014-09-22,Binders,GBC DocuBind 200 Manual Binding Machine,2357.49,7,884.06,United States,Los Angeles,California
US-2011-112991,2011-12-10,2011-12-14,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.35,3,4.23,United States,Caldwell,Idaho
CA-2011-124079,2011-12-13,2011-12-17,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,7.7,United States,Phoenix,Arizona
CA-2014-107244,2014-09-08,2014-09-12,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,8.3,United States,Los Angeles,California
CA-2012-135580,2012-12-30,2013-01-03,Paper,Xerox 1929,68.52,3,31.52,United States,Los Angeles,California
CA-2013-159016,2013-03-11,2013-03-12,Paper,Rediform Voice Mail Log Books,14.9,5,7.15,United States,Los Angeles,California
CA-2011-102652,2011-04-06,2011-04-12,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,15.63,United States,Los Angeles,California
CA-2014-136007,2014-02-24,2014-03-03,Fasteners,Alliance Rubber Bands,8.4,5,0.34,United States,Seattle,Washington
US-2013-112970,2013-11-15,2013-11-16,Art,Newell 35,9.84,3,2.85,United States,Los Angeles,California
CA-2012-130253,2012-12-14,2012-12-18,Furnishings,"Master Caster Door Stop, Gray",15.24,3,5.18,United States,Los Angeles,California
CA-2014-122364,2014-09-25,2014-09-30,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,75.18,United States,Los Angeles,California
CA-2013-117912,2013-02-04,2013-02-08,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.37,2,3.95,United States,Sierra Vista,Arizona
CA-2012-113215,2012-09-03,2012-09-08,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.15,3,89.31,United States,Tucson,Arizona
CA-2012-111780,2012-12-25,2012-12-30,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,224.99,United States,San Diego,California
CA-2014-166695,2014-05-21,2014-05-25,Chairs,"Global Geo Office Task Chair, Gray",518.27,8,-97.18,United States,Lakewood,California
CA-2014-121398,2014-12-26,2014-12-30,Binders,GBC DocuBind P50 Personal Binding Machine,153.55,3,51.82,United States,Los Angeles,California
CA-2012-114048,2012-12-14,2012-12-18,Furnishings,Staples,29.22,3,12.86,United States,Costa Mesa,California
US-2014-162068,2014-12-29,2015-01-01,Binders,Avery Reinforcements for Hole-Punch Pages,1.19,2,-0.99,United States,Loveland,Colorado
CA-2013-133802,2013-03-15,2013-03-21,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.9,6,14.14,United States,Redwood City,California
CA-2014-143378,2014-09-20,2014-09-26,Phones,Mophie Juice Pack Helium for iPhone,191.98,3,19.2,United States,Springfield,Oregon
CA-2014-145772,2014-06-04,2014-06-08,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.5,United States,Los Angeles,California
US-2011-158400,2011-10-25,2011-10-28,Binders,GBC VeloBind Cover Sets,49.41,4,18.53,United States,San Francisco,California
CA-2013-148096,2013-08-17,2013-08-20,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,12.1,United States,Los Angeles,California
CA-2013-146766,2013-11-05,2013-11-05,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,55.91,United States,Chula Vista,California
CA-2011-131247,2011-03-30,2011-04-04,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.67,2,-12.1,United States,San Francisco,California
US-2012-113593,2012-04-18,2012-04-20,Storage,Advantus Rolling Drawer Organizers,115.44,3,30.01,United States,Santa Maria,California
CA-2011-133543,2011-12-22,2011-12-26,Art,Newell 332,11.76,4,3.18,United States,San Jose,California
CA-2014-105130,2014-11-22,2014-11-26,Art,Newell 332,11.76,4,3.18,United States,San Francisco,California
CA-2013-161928,2013-06-28,2013-06-30,Phones,Ooma Telo VoIP Home Phone System,201.58,2,12.6,United States,San Francisco,California
CA-2014-101322,2014-12-29,2015-01-01,Chairs,Novimex Turbo Task Chair,340.7,6,-34.07,United States,Long Beach,California
CA-2011-111871,2011-03-18,2011-03-21,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,70.49,United States,San Francisco,California
CA-2014-139437,2014-07-04,2014-07-09,Storage,Rogers Deluxe File Chest,87.92,4,0.88,United States,Los Angeles,California
CA-2013-161025,2013-12-04,2013-12-10,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,108.18,United States,Los Angeles,California
CA-2012-132815,2012-09-19,2012-09-22,Paper,Personal Creations Ink Jet Cards and Labels,22.96,2,11.25,United States,Los Angeles,California
CA-2013-143609,2013-12-12,2013-12-14,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5,25.24,United States,Portland,Oregon
CA-2014-107986,2014-12-14,2014-12-14,Storage,Sterilite Officeware Hinged File Box,31.44,3,8.49,United States,Seattle,Washington
CA-2013-118332,2013-12-17,2013-12-24,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,7.05,United States,Apple Valley,California
CA-2014-119809,2014-08-19,2014-08-26,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.53,9,942.82,United States,Seattle,Washington
CA-2014-149944,2014-11-13,2014-11-17,Fasteners,Staples,18.24,3,9.12,United States,Longview,Washington
CA-2011-128538,2011-10-11,2011-10-15,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,3.74,United States,Redondo Beach,California
US-2014-157224,2014-09-15,2014-09-19,Labels,Avery 48,56.7,9,26.08,United States,Los Angeles,California
CA-2012-133445,2012-10-05,2012-10-09,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.29,1,-103.86,United States,Portland,Oregon
US-2014-142188,2014-09-12,2014-09-12,Chairs,Office Star - Contemporary Task Swivel Chair,177.57,2,8.88,United States,Seattle,Washington
CA-2012-134075,2012-12-12,2012-12-16,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,21.64,United States,San Jose,California
